avg,std,min,max,gen,nevals
21.227556052754625,10.605294317510477,-1.0,49.15352629542742,0,1024
9.99719432314818,11.751830115574803,-1.0,46.33424268155754,1,849
3.833954047862467,9.804593604651341,-1.0,48.50461477479424,2,844
2.7035900538911433,8.641506809994938,-1.0,48.20526178069038,3,843
