avg,std,min,max,gen,nevals
51.33677334060064,6.632203237105509,29.520382019101746,73.2112551359139,0,1024
42.597973181069136,5.412279653702247,29.520382019101746,66.86170682978242,1,842
36.35482104785791,4.629440115403776,27.32401223539747,64.54852923737158,2,859
31.88466800787339,4.413983660249296,26.775146170100914,62.41132974217244,3,858
29.59810815412366,1.5211934004211638,25.989288481971183,54.13186272309163,4,807
28.924557903760807,1.656430928156381,24.68605037005284,50.61067554858743,5,855
